,Date,DateLabel,Delay_Types,Sums_in_mins,Delayed_Flights,Total_Flights,DelayAve_in_mins,delayAve_by_Year,delayAve_delta
1,1/01/2007,Jan-07,carrier,2200212,150144,621559,14.65401215,15.91593574,0
2,1/02/2007,Feb-07,carrier,2618501,158435,565604,16.52728879,15.91593574,0
3,1/03/2007,Mar-07,carrier,2548581,152689,639209,16.69132027,15.91593574,0
4,1/04/2007,Apr-07,carrier,2078632,136991,614648,15.17349315,15.91593574,0
5,1/05/2007,May-07,carrier,1919316,131298,631609,14.61801398,15.91593574,0
6,1/06/2007,Jun-07,carrier,2992281,181502,629280,16.48621503,15.91593574,0
7,1/07/2007,Jul-07,carrier,3008057,180319,648560,16.68186381,15.91593574,0
8,1/08/2007,Aug-07,carrier,2866013,170851,653279,16.77492669,15.91593574,0
9,1/09/2007,Sep-07,carrier,1748246,102383,600187,17.07554965,15.91593574,0
10,1/10/2007,Oct-07,carrier,1908292,128977,629992,14.79559922,15.91593574,0
11,1/11/2007,Nov-07,carrier,1726179,113680,605149,15.18454433,15.91593574,0
12,1/12/2007,Dec-07,carrier,3212760,196759,616382,16.32840175,15.91593574,0
13,1/01/2008,Jan-08,carrier,2355954,148807,605765,15.8322794,15.76955518,-0.14638056
14,1/02/2008,Feb-08,carrier,2398296,156237,569236,15.35037155,15.76955518,-0.14638056
15,1/03/2008,Mar-08,carrier,2527895,157370,616090,16.06338565,15.76955518,-0.14638056
16,1/04/2008,Apr-08,carrier,1926766,122169,598126,15.77131678,15.76955518,-0.14638056
17,1/05/2008,May-08,carrier,1722631,120126,606293,14.34020112,15.76955518,-0.14638056
18,1/06/2008,Jun-08,carrier,2482267,164260,608665,15.11181663,15.76955518,-0.14638056
19,1/07/2008,Jul-08,carrier,2417097,140050,627931,17.25881471,15.76955518,-0.14638056
20,1/08/2008,Aug-08,carrier,2130584,120481,612279,17.68398337,15.76955518,-0.14638056
21,1/09/2008,Sep-08,carrier,1218688,71149,540908,17.12867363,15.76955518,-0.14638056
22,1/10/2008,Oct-08,carrier,1145054,73517,556205,15.57536352,15.76955518,-0.14638056
23,1/11/2008,Nov-08,carrier,1121975,81922,523272,13.69564952,15.76955518,-0.14638056
24,1/12/2008,Dec-08,carrier,2601010,168647,544956,15.42280622,15.76955518,-0.14638056
25,1/01/2009,Jan-09,carrier,1553366,108656,532339,14.29618245,15.28500367,-0.48455151
26,1/02/2009,Feb-09,carrier,1138257,78087,488410,14.57677975,15.28500367,-0.48455151
27,1/03/2009,Mar-09,carrier,1565861,107408,557422,14.57862543,15.28500367,-0.48455151
28,1/04/2009,Apr-09,carrier,1509781,102681,537793,14.70360631,15.28500367,-0.48455151
29,1/05/2009,May-09,carrier,1379106,100688,546832,13.69682584,15.28500367,-0.48455151
30,1/06/2009,Jun-09,carrier,1965403,122886,557594,15.99370962,15.28500367,-0.48455151
31,1/07/2009,Jul-09,carrier,2013731,121429,580134,16.58360853,15.28500367,-0.48455151
32,1/08/2009,Aug-09,carrier,1801093,108382,568301,16.61800853,15.28500367,-0.48455151
33,1/09/2009,Sep-09,carrier,1123914,66762,510852,16.83463647,15.28500367,-0.48455151
34,1/10/2009,Oct-09,carrier,1526817,114549,531799,13.3289422,15.28500367,-0.48455151
35,1/11/2009,Nov-09,carrier,937489,54740,509540,17.12621483,15.28500367,-0.48455151
36,1/12/2009,Dec-09,carrier,1991245,132020,529269,15.08290411,15.28500367,-0.48455151
37,1/01/2010,Jan-10,carrier,1578882,96928,521809,16.28922499,16.30098025,1.01597658
38,1/02/2010,Feb-10,carrier,1465833,95021,483270,15.426411,16.30098025,1.01597658
39,1/03/2010,Mar-10,carrier,1649112,100534,549262,16.40352518,16.30098025,1.01597658
40,1/04/2010,Apr-10,carrier,1232548,73184,529330,16.84176869,16.30098025,1.01597658
41,1/05/2010,May-10,carrier,1588921,100683,542747,15.78142288,16.30098025,1.01597658
42,1/06/2010,Jun-10,carrier,2023987,120007,551687,16.86557451,16.30098025,1.01597658
43,1/07/2010,Jul-10,carrier,2119493,122900,570788,17.24567128,16.30098025,1.01597658
44,1/08/2010,Aug-10,carrier,1673889,97597,569217,17.15102923,16.30098025,1.01597658
45,1/09/2010,Sep-10,carrier,1164541,72738,526107,16.01007726,16.30098025,1.01597658
46,1/10/2010,Oct-10,carrier,1306074,82391,545519,15.85214404,16.30098025,1.01597658
47,1/11/2010,Nov-10,carrier,1257261,83138,520999,15.12257933,16.30098025,1.01597658
48,1/12/2010,Dec-10,carrier,2156964,129763,539382,16.62233456,16.30098025,1.01597658
49,1/01/2011,Jan-11,carrier,1538345,97078,494400,15.84648427,16.73134789,0.43036764
50,1/02/2011,Feb-11,carrier,1463091,92709,455516,15.78154225,16.73134789,0.43036764
51,1/03/2011,Mar-11,carrier,1637022,101542,526687,16.12162455,16.73134789,0.43036764
52,1/04/2011,Apr-11,carrier,1731194,112528,507024,15.38456206,16.73134789,0.43036764
53,1/05/2011,May-11,carrier,1687179,107145,520612,15.74668907,16.73134789,0.43036764
54,1/06/2011,Jun-11,carrier,1998069,111137,528588,17.97843203,16.73134789,0.43036764
55,1/07/2011,Jul-11,carrier,1984345,110478,547219,17.96144934,16.73134789,0.43036764
56,1/08/2011,Aug-11,carrier,1755406,96632,541442,18.16588708,16.73134789,0.43036764
57,1/09/2011,Sep-11,carrier,1235940,73512,487468,16.81276526,16.73134789,0.43036764
58,1/10/2011,Oct-11,carrier,1169218,68219,504397,17.1391841,16.73134789,0.43036764
59,1/11/2011,Nov-11,carrier,1084221,66279,478040,16.35843932,16.73134789,0.43036764
60,1/12/2011,Dec-11,carrier,1269211,72613,493888,17.47911531,16.73134789,0.43036764
61,1/01/2012,Jan-12,carrier,1191729,70908,486133,16.80669318,17.92022643,1.18887854
62,1/02/2012,Feb-12,carrier,1055852,58987,464826,17.89974062,17.92022643,1.18887854
63,1/03/2012,Mar-12,carrier,1534771,86476,521628,17.74794163,17.92022643,1.18887854
64,1/04/2012,Apr-12,carrier,1188623,63639,505218,18.67758764,17.92022643,1.18887854
65,1/05/2012,May-12,carrier,1428053,80453,518423,17.75015226,17.92022643,1.18887854
66,1/06/2012,Jun-12,carrier,1794914,94684,526933,18.95688818,17.92022643,1.18887854
67,1/07/2012,Jul-12,carrier,2170627,121396,545131,17.88054796,17.92022643,1.18887854
68,1/08/2012,Aug-12,carrier,1916579,104434,540793,18.35205967,17.92022643,1.18887854
69,1/09/2012,Sep-12,carrier,1405706,77075,490199,18.23815764,17.92022643,1.18887854
70,1/10/2012,Oct-12,carrier,1470511,86545,515254,16.99128777,17.92022643,1.18887854
71,1/11/2012,Nov-12,carrier,1200259,63834,488006,18.80281668,17.92022643,1.18887854
72,1/12/2012,Dec-12,carrier,1807832,106727,494218,16.93884397,17.92022643,1.18887854
73,1/01/2013,Jan-13,carrier,1564374,88210,509519,17.73465593,16.64132468,-1.27890175
74,1/02/2013,Feb-13,carrier,1415721,83565,469746,16.94155448,16.64132468,-1.27890175
75,1/03/2013,Mar-13,carrier,1666872,101743,552312,16.3831615,16.64132468,-1.27890175
76,1/04/2013,Apr-13,carrier,1808722,111306,536393,16.24999551,16.64132468,-1.27890175
77,1/05/2013,May-13,carrier,1674148,105278,548642,15.90216379,16.64132468,-1.27890175
78,1/06/2013,Jun-13,carrier,2439539,143184,552141,17.03779054,16.64132468,-1.27890175
79,1/07/2013,Jul-13,carrier,2448255,142559,571623,17.17362636,16.64132468,-1.27890175
80,1/08/2013,Aug-13,carrier,1852201,112650,562921,16.44208611,16.64132468,-1.27890175
81,1/09/2013,Sep-13,carrier,1288132,77134,510806,16.69992481,16.64132468,-1.27890175
82,1/10/2013,Oct-13,carrier,1293737,81338,535344,15.90568984,16.64132468,-1.27890175
83,1/11/2013,Nov-13,carrier,1294123,77352,503296,16.73031079,16.64132468,-1.27890175
84,1/12/2013,Dec-13,carrier,2391073,144958,516739,16.49493646,16.64132468,-1.27890175
85,1/01/2014,Jan-14,carrier,2384451,119994,471949,19.87141857,17.05437287,0.41304819
86,1/02/2014,Feb-14,carrier,1762191,101440,430602,17.3717567,17.05437287,0.41304819
87,1/03/2014,Mar-14,carrier,1723617,102297,503758,16.84914514,17.05437287,0.41304819
88,1/04/2014,Apr-14,carrier,1489021,91806,483499,16.21921225,17.05437287,0.41304819
89,1/05/2014,May-14,carrier,1772666,104145,499278,17.021134,17.05437287,0.41304819
90,1/06/2014,Jun-14,carrier,2174769,129706,502617,16.76691132,17.05437287,0.41304819
91,1/07/2014,Jul-14,carrier,2100005,117151,520880,17.9256259,17.05437287,0.41304819
92,1/08/2014,Aug-14,carrier,1832082,105706,507491,17.33186385,17.05437287,0.41304819
93,1/09/2014,Sep-14,carrier,1333490,81178,469489,16.42674124,17.05437287,0.41304819
94,1/10/2014,Oct-14,carrier,1427068,92285,491011,15.46370483,17.05437287,0.41304819
95,1/11/2014,Nov-14,carrier,1393829,84657,462054,16.46442704,17.05437287,0.41304819
96,1/12/2014,Dec-14,carrier,1866220,110163,477183,16.94053357,17.05437287,0.41304819
97,1/01/2015,Jan-15,carrier,1708155,95951,469968,17.80236788,19.00403964,1.94966677
98,1/02/2015,Feb-15,carrier,1712660,95179,429191,17.99409534,19.00403964,1.94966677
99,1/03/2015,Mar-15,carrier,1818680,95452,504312,19.05334618,19.00403964,1.94966677
100,1/04/2015,Apr-15,carrier,1490594,82247,485151,18.12338444,19.00403964,1.94966677
101,1/05/2015,May-15,carrier,1667920,89645,496993,18.60583412,19.00403964,1.94966677
102,1/06/2015,Jun-15,carrier,2296333,115742,503897,19.84010126,19.00403964,1.94966677
103,1/07/2015,Jul-15,carrier,2021379,107627,520718,18.7813374,19.00403964,1.94966677
104,1/08/2015,Aug-15,carrier,1819598,94113,510536,19.33418338,19.00403964,1.94966677
105,1/09/2015,Sep-15,carrier,1176791,60061,464946,19.59326352,19.00403964,1.94966677
106,1/10/2015,Oct-15,carrier,1206011,60079,486165,20.07375289,19.00403964,1.94966677
107,1/11/2015,Nov-15,carrier,1358705,70571,467972,19.25302178,19.00403964,1.94966677
108,1/12/2015,Dec-15,carrier,1896130,96772,479230,19.59378746,19.00403964,1.94966677
109,1/01/2016,Jan-16,carrier,1482987,70882,445827,20.92191247,20.0650691,1.06102946
110,1/02/2016,Feb-16,carrier,1277100,61680,423889,20.70525292,20.0650691,1.06102946
111,1/03/2016,Mar-16,carrier,1493321,82569,479122,18.08573436,20.0650691,1.06102946
112,1/04/2016,Apr-16,carrier,1287970,66607,461630,19.33685649,20.0650691,1.06102946
113,1/05/2016,May-16,carrier,1429722,75498,479358,18.93721688,20.0650691,1.06102946
114,1/06/2016,Jun-16,carrier,2048146,100361,487637,20.40778789,20.0650691,1.06102946
115,1/07/2016,Jul-16,carrier,2497902,113601,502457,21.98838038,20.0650691,1.06102946
116,1/08/2016,Aug-16,carrier,2339274,103421,498347,22.61894586,20.0650691,1.06102946
117,1/09/2016,Sep-16,carrier,1222274,63686,454878,19.19219295,20.0650691,1.06102946
118,1/10/2016,Oct-16,carrier,1200593,63470,472626,18.91591303,20.0650691,1.06102946
119,1/11/2016,Nov-16,carrier,1126229,58871,450938,19.13045472,20.0650691,1.06102946
120,1/12/2016,Dec-16,carrier,2127819,103593,460949,20.54018129,20.0650691,1.06102946
121,1/01/2007,Jan-07,weather,505125,150144,621559,3.364270301,3.068828845,0
122,1/02/2007,Feb-07,weather,646296,158435,565604,4.079250166,3.068828845,0
123,1/03/2007,Mar-07,weather,404860,152689,639209,2.651533509,3.068828845,0
124,1/04/2007,Apr-07,weather,317424,136991,614648,2.317115723,3.068828845,0
125,1/05/2007,May-07,weather,382267,131298,631609,2.911445719,3.068828845,0
126,1/06/2007,Jun-07,weather,803209,181502,629280,4.425345175,3.068828845,0
127,1/07/2007,Jul-07,weather,698240,180319,648560,3.872248626,3.068828845,0
128,1/08/2007,Aug-07,weather,547181,170851,653279,3.202679528,3.068828845,0
129,1/09/2007,Sep-07,weather,246889,102383,600187,2.411425725,3.068828845,0
130,1/10/2007,Oct-07,weather,287745,128977,629992,2.230979167,3.068828845,0
131,1/11/2007,Nov-07,weather,203195,113680,605149,1.787429627,3.068828845,0
132,1/12/2007,Dec-07,weather,702867,196759,616382,3.572222872,3.068828845,0
133,1/01/2008,Jan-08,weather,429828,148807,605765,2.888493149,2.843470725,-0.22535812
134,1/02/2008,Feb-08,weather,544326,156237,569236,3.483976267,2.843470725,-0.22535812
135,1/03/2008,Mar-08,weather,474687,157370,616090,3.016375421,2.843470725,-0.22535812
136,1/04/2008,Apr-08,weather,268806,122169,598126,2.20027994,2.843470725,-0.22535812
137,1/05/2008,May-08,weather,240013,120126,606293,1.998010422,2.843470725,-0.22535812
138,1/06/2008,Jun-08,weather,571832,164260,608665,3.481261415,2.843470725,-0.22535812
139,1/07/2008,Jul-08,weather,555794,140050,627931,3.968539807,2.843470725,-0.22535812
140,1/08/2008,Aug-08,weather,398906,120481,612279,3.310945294,2.843470725,-0.22535812
141,1/09/2008,Sep-08,weather,157032,71149,540908,2.207086537,2.843470725,-0.22535812
142,1/10/2008,Oct-08,weather,105092,73517,556205,1.429492498,2.843470725,-0.22535812
143,1/11/2008,Nov-08,weather,139442,81922,523272,1.702131296,2.843470725,-0.22535812
144,1/12/2008,Dec-08,weather,747959,168647,544956,4.435056657,2.843470725,-0.22535812
145,1/01/2009,Jan-09,weather,367294,108656,532339,3.380337947,2.594124776,-0.249345949
146,1/02/2009,Feb-09,weather,151866,78087,488410,1.944830766,2.594124776,-0.249345949
147,1/03/2009,Mar-09,weather,285155,107408,557422,2.654876732,2.594124776,-0.249345949
148,1/04/2009,Apr-09,weather,353424,102681,537793,3.441961025,2.594124776,-0.249345949
149,1/05/2009,May-09,weather,238418,100688,546832,2.367888924,2.594124776,-0.249345949
150,1/06/2009,Jun-09,weather,414439,122886,557594,3.372548541,2.594124776,-0.249345949
151,1/07/2009,Jul-09,weather,330616,121429,580134,2.72271039,2.594124776,-0.249345949
152,1/08/2009,Aug-09,weather,283920,108382,568301,2.619623185,2.594124776,-0.249345949
153,1/09/2009,Sep-09,weather,143152,66762,510852,2.144213774,2.594124776,-0.249345949
154,1/10/2009,Oct-09,weather,208114,114549,531799,1.816812019,2.594124776,-0.249345949
155,1/11/2009,Nov-09,weather,72053,54740,509540,1.316276946,2.594124776,-0.249345949
156,1/12/2009,Dec-09,weather,441926,132020,529269,3.347417058,2.594124776,-0.249345949
157,1/01/2010,Jan-10,weather,258297,96928,521809,2.664833691,2.309312884,-0.284811892
158,1/02/2010,Feb-10,weather,308111,95021,483270,3.242556908,2.309312884,-0.284811892
159,1/03/2010,Mar-10,weather,227050,100534,549262,2.258439931,2.309312884,-0.284811892
160,1/04/2010,Apr-10,weather,121930,73184,529330,1.666074552,2.309312884,-0.284811892
161,1/05/2010,May-10,weather,277376,100683,542747,2.754943734,2.309312884,-0.284811892
162,1/06/2010,Jun-10,weather,324997,120007,551687,2.708150358,2.309312884,-0.284811892
163,1/07/2010,Jul-10,weather,340059,122900,570788,2.766956876,2.309312884,-0.284811892
164,1/08/2010,Aug-10,weather,200689,97597,569217,2.05630296,2.309312884,-0.284811892
165,1/09/2010,Sep-10,weather,144822,72738,526107,1.991008826,2.309312884,-0.284811892
166,1/10/2010,Oct-10,weather,145112,82391,545519,1.761260332,2.309312884,-0.284811892
167,1/11/2010,Nov-10,weather,109983,83138,520999,1.32289687,2.309312884,-0.284811892
168,1/12/2010,Dec-10,weather,326786,129763,539382,2.51832957,2.309312884,-0.284811892
169,1/01/2011,Jan-11,weather,227464,97078,494400,2.343105544,2.223527254,-0.08578563
170,1/02/2011,Feb-11,weather,258294,92709,455516,2.78607255,2.223527254,-0.08578563
171,1/03/2011,Mar-11,weather,141124,101542,526687,1.389809143,2.223527254,-0.08578563
172,1/04/2011,Apr-11,weather,247048,112528,507024,2.195435803,2.223527254,-0.08578563
173,1/05/2011,May-11,weather,344779,107145,520612,3.217872976,2.223527254,-0.08578563
174,1/06/2011,Jun-11,weather,315736,111137,528588,2.840962056,2.223527254,-0.08578563
175,1/07/2011,Jul-11,weather,280585,110478,547219,2.539736418,2.223527254,-0.08578563
176,1/08/2011,Aug-11,weather,303533,96632,541442,3.141123023,2.223527254,-0.08578563
177,1/09/2011,Sep-11,weather,134094,73512,487468,1.824110349,2.223527254,-0.08578563
178,1/10/2011,Oct-11,weather,104732,68219,504397,1.53523212,2.223527254,-0.08578563
179,1/11/2011,Nov-11,weather,76733,66279,478040,1.157727184,2.223527254,-0.08578563
180,1/12/2011,Dec-11,weather,124251,72613,493888,1.711139879,2.223527254,-0.08578563
181,1/01/2012,Jan-12,weather,215457,70908,486133,3.038542901,2.203238935,-0.020288319
182,1/02/2012,Feb-12,weather,116626,58987,464826,1.977147507,2.203238935,-0.020288319
183,1/03/2012,Mar-12,weather,199416,86476,521628,2.306027106,2.203238935,-0.020288319
184,1/04/2012,Apr-12,weather,144825,63639,505218,2.275727148,2.203238935,-0.020288319
185,1/05/2012,May-12,weather,235352,80453,518423,2.925335289,2.203238935,-0.020288319
186,1/06/2012,Jun-12,weather,218325,94684,526933,2.305827806,2.203238935,-0.020288319
187,1/07/2012,Jul-12,weather,380130,121396,545131,3.131322284,2.203238935,-0.020288319
188,1/08/2012,Aug-12,weather,222523,104434,540793,2.130752437,2.203238935,-0.020288319
189,1/09/2012,Sep-12,weather,109777,77075,490199,1.424288031,2.203238935,-0.020288319
190,1/10/2012,Oct-12,weather,89858,86545,515254,1.038280663,2.203238935,-0.020288319
191,1/11/2012,Nov-12,weather,99977,63834,488006,1.566202964,2.203238935,-0.020288319
192,1/12/2012,Dec-12,weather,247544,106727,494218,2.319413082,2.203238935,-0.020288319
193,1/01/2013,Jan-13,weather,233603,88210,509519,2.648259834,2.246526391,0.043287456
194,1/02/2013,Feb-13,weather,190890,83565,469746,2.284329564,2.246526391,0.043287456
195,1/03/2013,Mar-13,weather,226006,101743,552312,2.221342009,2.246526391,0.043287456
196,1/04/2013,Apr-13,weather,270386,111306,536393,2.42921316,2.246526391,0.043287456
197,1/05/2013,May-13,weather,260324,105278,548642,2.472729345,2.246526391,0.043287456
198,1/06/2013,Jun-13,weather,508863,143184,552141,3.553909655,2.246526391,0.043287456
199,1/07/2013,Jul-13,weather,343062,142559,571623,2.406456274,2.246526391,0.043287456
200,1/08/2013,Aug-13,weather,206418,112650,562921,1.832383489,2.246526391,0.043287456
